Country,Region,District
United States of America,Oregon,Lake
United States of America,Oregon,Lane
United States of America,Oregon,Lincoln
United States of America,Oregon,Linn
United States of America,Oregon,Malheur
United States of America,Oregon,Marion
United States of America,Oregon,Morrow
United States of America,Oregon,Multnomah
United States of America,Oregon,Polk
United States of America,Oregon,Sherman
United States of America,Oregon,Tillamook
United States of America,Oregon,Umatilla
United States of America,Oregon,Union
United States of America,Oregon,Wallowa
United States of America,Oregon,Wasco
United States of America,Oregon,Washington
United States of America,Oregon,Wheeler
United States of America,Oregon,Yamhill
United States of America,Pennsylvania,Adams
United States of America,Pennsylvania,Allegheny
United States of America,Pennsylvania,Armstrong
United States of America,Pennsylvania,Beaver
United States of America,Pennsylvania,Bedford
United States of America,Pennsylvania,Berks
United States of America,Pennsylvania,Blair
United States of America,Pennsylvania,Bradford
United States of America,Pennsylvania,Bucks
United States of America,Pennsylvania,Butler
United States of America,Pennsylvania,Cambria
United States of America,Pennsylvania,Cameron
United States of America,Pennsylvania,Carbon
United States of America,Pennsylvania,Centre
United States of America,Pennsylvania,Chester
United States of America,Pennsylvania,Clarion
United States of America,Pennsylvania,Clearfield
United States of America,Pennsylvania,Clinton
United States of America,Pennsylvania,Columbia
United States of America,Pennsylvania,Crawford
United States of America,Pennsylvania,Cumberland
United States of America,Pennsylvania,Dauphin
United States of America,Pennsylvania,Delaware
United States of America,Pennsylvania,Elk
United States of America,Pennsylvania,Erie
United States of America,Pennsylvania,Fayette
United States of America,Pennsylvania,Forest
United States of America,Pennsylvania,Franklin
United States of America,Pennsylvania,Fulton
United States of America,Pennsylvania,Greene
United States of America,Pennsylvania,Huntingdon
United States of America,Pennsylvania,Indiana
United States of America,Pennsylvania,Jefferson
United States of America,Pennsylvania,Juniata
United States of America,Pennsylvania,Lackawanna
United States of America,Pennsylvania,Lancaster
United States of America,Pennsylvania,Lawrence
United States of America,Pennsylvania,Lebanon
United States of America,Pennsylvania,Lehigh
United States of America,Pennsylvania,Luzerne
United States of America,Pennsylvania,Lycoming
United States of America,Pennsylvania,Mckean
United States of America,Pennsylvania,Mercer
United States of America,Pennsylvania,Mifflin
United States of America,Pennsylvania,Monroe
United States of America,Pennsylvania,Montgomery
United States of America,Pennsylvania,Montour
United States of America,Pennsylvania,Northampton
United States of America,Pennsylvania,Northumberland
United States of America,Pennsylvania,Perry
United States of America,Pennsylvania,Philadelphia
United States of America,Pennsylvania,Pike
United States of America,Pennsylvania,Potter
United States of America,Pennsylvania,Schuylkill
United States of America,Pennsylvania,Snyder
United States of America,Pennsylvania,Somerset
United States of America,Pennsylvania,Sullivan
United States of America,Pennsylvania,Susquehanna
United States of America,Pennsylvania,Tioga
United States of America,Pennsylvania,Union
United States of America,Pennsylvania,Venango
United States of America,Pennsylvania,Warren
United States of America,Pennsylvania,Washington
United States of America,Pennsylvania,Wayne
United States of America,Pennsylvania,Westmoreland
United States of America,Pennsylvania,Wyoming
United States of America,Pennsylvania,York
United States of America,Rhode Island,Bristol
United States of America,Rhode Island,Kent
United States of America,Rhode Island,Newport
United States of America,Rhode Island,Providence
United States of America,Rhode Island,Washington
United States of America,South Carolina,Abbeville
United States of America,South Carolina,Aiken
United States of America,South Carolina,Allendale
United States of America,South Carolina,Anderson
United States of America,South Carolina,Bamberg
United States of America,South Carolina,Barnwell
United States of America,South Carolina,Beaufort
United States of America,South Carolina,Berkeley
United States of America,South Carolina,Calhoun
United States of America,South Carolina,Charleston
United States of America,South Carolina,Cherokee
United States of America,South Carolina,Chester
United States of America,South Carolina,Chesterfield
United States of America,South Carolina,Clarendon
United States of America,South Carolina,Colleton
United States of America,South Carolina,Darlington
United States of America,South Carolina,Dillon
United States of America,South Carolina,Dorchester
United States of America,South Carolina,Edgefield
United States of America,South Carolina,Fairfield
United States of America,South Carolina,Florence
United States of America,South Carolina,Georgetown
United States of America,South Carolina,Greenville
United States of America,South Carolina,Greenwood
United States of America,South Carolina,Hampton
United States of America,South Carolina,Horry
United States of America,South Carolina,Jasper
United States of America,South Carolina,Kershaw
United States of America,South Carolina,Lancaster
United States of America,South Carolina,Laurens
United States of America,South Carolina,Lee
United States of America,South Carolina,Lexington
United States of America,South Carolina,Marion
United States of America,South Carolina,Marlboro
United States of America,South Carolina,Mccormick
United States of America,South Carolina,Newberry
United States of America,South Carolina,Oconee
United States of America,South Carolina,Orangeburg
United States of America,South Carolina,Pickens
United States of America,South Carolina,Richland
United States of America,South Carolina,Saluda
United States of America,South Carolina,Spartanburg
United States of America,South Carolina,Sumter
United States of America,South Carolina,Union
United States of America,South Carolina,Williamsburg
United States of America,South Carolina,York
United States of America,South Dakota,Aurora
United States of America,South Dakota,Beadle
United States of America,South Dakota,Bennett
United States of America,South Dakota,Bon Homme
United States of America,South Dakota,Brookings
United States of America,South Dakota,Brown
United States of America,South Dakota,Brule
